year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total expenditure,14219,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Operating profit before tax,2137,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Total assets,59902,DOLLARS(millions)
2011,D,"Electricity, Gas, Water and Waste Services",i_Industry_Total,Fixed tangible assets,46841,DOLLARS(millions)
2011,E,Construction,a_0,Activity unit,29274,COUNT
2011,E,Construction,a_0,Rolling mean employees,0,COUNT
2011,E,Construction,a_0,Salaries and wages paid,679,DOLLARS(millions)
2011,E,Construction,a_0,"Sales, government funding, grants and subsidies",5237,DOLLARS(millions)
2011,E,Construction,a_0,Total income,5281,DOLLARS(millions)
2011,E,Construction,a_0,Total expenditure,4760,DOLLARS(millions)
2011,E,Construction,a_0,Operating profit before tax,425,DOLLARS(millions)
2011,E,Construction,a_0,Total assets,6117,DOLLARS(millions)
2011,E,Construction,a_0,Fixed tangible assets,1787,DOLLARS(millions)
2011,E,Construction,b_1-5,Activity unit,16485,COUNT
2011,E,Construction,b_1-5,Rolling mean employees,29550,COUNT
2011,E,Construction,b_1-5,Salaries and wages paid,1430,DOLLARS(millions)
2011,E,Construction,b_1-5,"Sales, government funding, grants and subsidies",6411,DOLLARS(millions)
2011,E,Construction,b_1-5,Total income,6442,DOLLARS(millions)
2011,E,Construction,b_1-5,Total expenditure,5957,DOLLARS(millions)
2011,E,Construction,b_1-5,Operating profit before tax,459,DOLLARS(millions)
2011,E,Construction,b_1-5,Total assets,3426,DOLLARS(millions)
2011,E,Construction,b_1-5,Fixed tangible assets,1015,DOLLARS(millions)
2011,E,Construction,c_6-9,Activity unit,2196,COUNT
2011,E,Construction,c_6-9,Rolling mean employees,15774,COUNT
2011,E,Construction,c_6-9,Salaries and wages paid,801,DOLLARS(millions)
2011,E,Construction,c_6-9,"Sales, government funding, grants and subsidies",2934,DOLLARS(millions)
2011,E,Construction,c_6-9,Total income,2948,DOLLARS(millions)
2011,E,Construction,c_6-9,Total expenditure,2855,DOLLARS(millions)
2011,E,Construction,c_6-9,Operating profit before tax,119,DOLLARS(millions)
2011,E,Construction,c_6-9,Total assets,1395,DOLLARS(millions)
2011,E,Construction,c_6-9,Fixed tangible assets,360,DOLLARS(millions)
2011,E,Construction,d_10-19,Activity unit,1245,COUNT
2011,E,Construction,d_10-19,Rolling mean employees,16173,COUNT
2011,E,Construction,d_10-19,Salaries and wages paid,832,DOLLARS(millions)
2011,E,Construction,d_10-19,"Sales, government funding, grants and subsidies",3309,DOLLARS(millions)
2011,E,Construction,d_10-19,Total income,3329,DOLLARS(millions)
2011,E,Construction,d_10-19,Total expenditure,3219,DOLLARS(millions)
2011,E,Construction,d_10-19,Operating profit before tax,140,DOLLARS(millions)
2011,E,Construction,d_10-19,Total assets,1601,DOLLARS(millions)
2011,E,Construction,d_10-19,Fixed tangible assets,293,DOLLARS(millions)
2011,E,Construction,e_20-49,Activity unit,522,COUNT
2011,E,Construction,e_20-49,Rolling mean employees,15843,COUNT
2011,E,Construction,e_20-49,Salaries and wages paid,806,DOLLARS(millions)
2011,E,Construction,e_20-49,"Sales, government funding, grants and subsidies",3530,DOLLARS(millions)
2011,E,Construction,e_20-49,Total income,3550,DOLLARS(millions)
2011,E,Construction,e_20-49,Total expenditure,3473,DOLLARS(millions)
2011,E,Construction,e_20-49,Operating profit before tax,137,DOLLARS(millions)
2011,E,Construction,e_20-49,Total assets,1658,DOLLARS(millions)
2011,E,Construction,e_20-49,Fixed tangible assets,445,DOLLARS(millions)
2011,E,Construction,f_50-99,Activity unit,132,COUNT
2011,E,Construction,f_50-99,Rolling mean employees,8811,COUNT
2011,E,Construction,f_50-99,Salaries and wages paid,510,DOLLARS(millions)
2011,E,Construction,f_50-99,"Sales, government funding, grants and subsidies",2483,DOLLARS(millions)
2011,E,Construction,f_50-99,Total income,2498,DOLLARS(millions)
2011,E,Construction,f_50-99,Total expenditure,2429,DOLLARS(millions)
2011,E,Construction,f_50-99,Operating profit before tax,115,DOLLARS(millions)
2011,E,Construction,f_50-99,Total assets,1381,DOLLARS(millions)
2011,E,Construction,f_50-99,Fixed tangible assets,293,DOLLARS(millions)
2011,E,Construction,g_100-199,Activity unit,45,COUNT
2011,E,Construction,g_100-199,Rolling mean employees,5658,COUNT
2011,E,Construction,g_100-199,Salaries and wages paid,367,DOLLARS(millions)
2011,E,Construction,g_100-199,"Sales, government funding, grants and subsidies",1864,DOLLARS(millions)
2011,E,Construction,g_100-199,Total income,1872,DOLLARS(millions)
2011,E,Construction,g_100-199,Total expenditure,1750,DOLLARS(millions)
2011,E,Construction,g_100-199,Operating profit before tax,125,DOLLARS(millions)
2011,E,Construction,g_100-199,Total assets,1268,DOLLARS(millions)
2011,E,Construction,g_100-199,Fixed tangible assets,462,DOLLARS(millions)
2011,E,Construction,h_200+,Activity unit,39,COUNT
2011,E,Construction,h_200+,Rolling mean employees,22215,COUNT
2011,E,Construction,h_200+,Salaries and wages paid,1522,DOLLARS(millions)
2011,E,Construction,h_200+,"Sales, government funding, grants and subsidies",6457,DOLLARS(millions)
2011,E,Construction,h_200+,Total income,6579,DOLLARS(millions)
2011,E,Construction,h_200+,Total expenditure,6294,DOLLARS(millions)
2011,E,Construction,h_200+,Operating profit before tax,330,DOLLARS(millions)
2011,E,Construction,h_200+,Total assets,3755,DOLLARS(millions)
2011,E,Construction,h_200+,Fixed tangible assets,624,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Activity unit,49938,COUNT
2011,E,Construction,i_Industry_Total,Rolling mean employees,114027,COUNT
2011,E,Construction,i_Industry_Total,Salaries and wages paid,6947,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,"Sales, government funding, grants and subsidies",32224,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Total income,32500,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Total expenditure,30737,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Operating profit before tax,1849,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Total assets,20602,DOLLARS(millions)
2011,E,Construction,i_Industry_Total,Fixed tangible assets,5278,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Activity unit,7896,COUNT
2011,F,Wholesale Trade,a_0,Rolling mean employees,0,COUNT
2011,F,Wholesale Trade,a_0,Salaries and wages paid,247,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,"Sales, government funding, grants and subsidies",6687,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total income,6809,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total expenditure,6564,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Operating profit before tax,184,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Total assets,3348,DOLLARS(millions)
2011,F,Wholesale Trade,a_0,Fixed tangible assets,609,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Activity unit,6009,COUNT
2011,F,Wholesale Trade,b_1-5,Rolling mean employees,13263,COUNT
2011,F,Wholesale Trade,b_1-5,Salaries and wages paid,725,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,"Sales, government funding, grants and subsidies",8561,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total income,8617,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total expenditure,8219,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Operating profit before tax,479,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Total assets,4192,DOLLARS(millions)
2011,F,Wholesale Trade,b_1-5,Fixed tangible assets,513,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Activity unit,1107,COUNT
2011,F,Wholesale Trade,c_6-9,Rolling mean employees,7977,COUNT
2011,F,Wholesale Trade,c_6-9,Salaries and wages paid,399,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,"Sales, government funding, grants and subsidies",4162,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total income,4195,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total expenditure,4000,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Operating profit before tax,259,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Total assets,1983,DOLLARS(millions)
2011,F,Wholesale Trade,c_6-9,Fixed tangible assets,226,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Activity unit,978,COUNT
2011,F,Wholesale Trade,d_10-19,Rolling mean employees,13197,COUNT
2011,F,Wholesale Trade,d_10-19,Salaries and wages paid,702,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,"Sales, government funding, grants and subsidies",7999,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total income,8044,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total expenditure,7951,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Operating profit before tax,391,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Total assets,3524,DOLLARS(millions)
2011,F,Wholesale Trade,d_10-19,Fixed tangible assets,286,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Activity unit,561,COUNT
2011,F,Wholesale Trade,e_20-49,Rolling mean employees,16770,COUNT
2011,F,Wholesale Trade,e_20-49,Salaries and wages paid,986,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,"Sales, government funding, grants and subsidies",10457,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total income,10539,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total expenditure,10140,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Operating profit before tax,536,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Total assets,5584,DOLLARS(millions)
2011,F,Wholesale Trade,e_20-49,Fixed tangible assets,551,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Activity unit,195,COUNT
2011,F,Wholesale Trade,f_50-99,Rolling mean employees,12966,COUNT
2011,F,Wholesale Trade,f_50-99,Salaries and wages paid,769,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,"Sales, government funding, grants and subsidies",8637,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total income,8759,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total expenditure,8540,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Operating profit before tax,398,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Total assets,4980,DOLLARS(millions)
2011,F,Wholesale Trade,f_50-99,Fixed tangible assets,428,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Activity unit,60,COUNT
2011,F,Wholesale Trade,g_100-199,Rolling mean employees,8424,COUNT
2011,F,Wholesale Trade,g_100-199,Salaries and wages paid,532,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,"Sales, government funding, grants and subsidies",6995,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total income,7085,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total expenditure,6670,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Operating profit before tax,509,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Total assets,3566,DOLLARS(millions)
2011,F,Wholesale Trade,g_100-199,Fixed tangible assets,329,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Activity unit,57,COUNT
2011,F,Wholesale Trade,h_200+,Rolling mean employees,24741,COUNT
2011,F,Wholesale Trade,h_200+,Salaries and wages paid,1335,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,"Sales, government funding, grants and subsidies",23864,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Total income,23991,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Total expenditure,23752,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Operating profit before tax,409,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Total assets,8344,DOLLARS(millions)
2011,F,Wholesale Trade,h_200+,Fixed tangible assets,1116,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Activity unit,16869,COUNT
2011,F,Wholesale Trade,i_Industry_Total,Rolling mean employees,97341,COUNT
2011,F,Wholesale Trade,i_Industry_Total,Salaries and wages paid,5695,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",77361,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Total income,78040,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Total expenditure,75835,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Operating profit before tax,3164,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Total assets,35521,DOLLARS(millions)
2011,F,Wholesale Trade,i_Industry_Total,Fixed tangible assets,4058,DOLLARS(millions)
2011,G,Retail Trade,a_0,Activity unit,10881,COUNT
2011,G,Retail Trade,a_0,Rolling mean employees,0,COUNT
2011,G,Retail Trade,a_0,Salaries and wages paid,183,DOLLARS(millions)
2011,G,Retail Trade,a_0,"Sales, government funding, grants and subsidies",2876,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total income,2894,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total expenditure,2813,DOLLARS(millions)
2011,G,Retail Trade,a_0,Operating profit before tax,93,DOLLARS(millions)
2011,G,Retail Trade,a_0,Total assets,1773,DOLLARS(millions)
2011,G,Retail Trade,a_0,Fixed tangible assets,583,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Activity unit,10479,COUNT
2011,G,Retail Trade,b_1-5,Rolling mean employees,23283,COUNT
2011,G,Retail Trade,b_1-5,Salaries and wages paid,698,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,"Sales, government funding, grants and subsidies",6588,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total income,6612,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total expenditure,6387,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Operating profit before tax,236,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Total assets,2829,DOLLARS(millions)
2011,G,Retail Trade,b_1-5,Fixed tangible assets,587,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Activity unit,2109,COUNT
2011,G,Retail Trade,c_6-9,Rolling mean employees,14955,COUNT
2011,G,Retail Trade,c_6-9,Salaries and wages paid,470,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,"Sales, government funding, grants and subsidies",3422,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total income,3436,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total expenditure,3336,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Operating profit before tax,97,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Total assets,1287,DOLLARS(millions)
2011,G,Retail Trade,c_6-9,Fixed tangible assets,205,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Activity unit,1551,COUNT
2011,G,Retail Trade,d_10-19,Rolling mean employees,20532,COUNT
2011,G,Retail Trade,d_10-19,Salaries and wages paid,654,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,"Sales, government funding, grants and subsidies",5579,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total income,5605,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total expenditure,5536,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Operating profit before tax,57,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Total assets,1711,DOLLARS(millions)
2011,G,Retail Trade,d_10-19,Fixed tangible assets,250,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Activity unit,513,COUNT
2011,G,Retail Trade,e_20-49,Rolling mean employees,14346,COUNT
2011,G,Retail Trade,e_20-49,Salaries and wages paid,515,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,"Sales, government funding, grants and subsidies",4275,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total income,4294,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total expenditure,4256,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Operating profit before tax,73,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Total assets,1317,DOLLARS(millions)
2011,G,Retail Trade,e_20-49,Fixed tangible assets,282,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Activity unit,204,COUNT
2011,G,Retail Trade,f_50-99,Rolling mean employees,14229,COUNT
2011,G,Retail Trade,f_50-99,Salaries and wages paid,460,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,"Sales, government funding, grants and subsidies",4673,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total income,4700,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total expenditure,4626,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Operating profit before tax,76,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Total assets,1212,DOLLARS(millions)
2011,G,Retail Trade,f_50-99,Fixed tangible assets,196,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Activity unit,162,COUNT
2011,G,Retail Trade,g_100-199,Rolling mean employees,22755,COUNT
2011,G,Retail Trade,g_100-199,Salaries and wages paid,627,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,"Sales, government funding, grants and subsidies",6083,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total income,6120,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total expenditure,5999,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Operating profit before tax,142,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Total assets,1812,DOLLARS(millions)
2011,G,Retail Trade,g_100-199,Fixed tangible assets,387,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Activity unit,126,COUNT
2011,G,Retail Trade,h_200+,Rolling mean employees,80130,COUNT
2011,G,Retail Trade,h_200+,Salaries and wages paid,2323,DOLLARS(millions)
2011,G,Retail Trade,h_200+,"Sales, government funding, grants and subsidies",20727,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Total income,20966,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Total expenditure,20156,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Operating profit before tax,869,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Total assets,9129,DOLLARS(millions)
2011,G,Retail Trade,h_200+,Fixed tangible assets,2361,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Activity unit,26025,COUNT
2011,G,Retail Trade,i_Industry_Total,Rolling mean employees,190230,COUNT
2011,G,Retail Trade,i_Industry_Total,Salaries and wages paid,5930,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,"Sales, government funding, grants and subsidies",54221,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Total income,54627,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Total expenditure,53109,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Operating profit before tax,1644,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Total assets,21069,DOLLARS(millions)
2011,G,Retail Trade,i_Industry_Total,Fixed tangible assets,4853,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Activity unit,5343,COUNT
2011,H,Accommodation and Food Services,a_0,Rolling mean employees,0,COUNT
2011,H,Accommodation and Food Services,a_0,Salaries and wages paid,131,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,"Sales, government funding, grants and subsidies",793,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total income,807,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total expenditure,774,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Operating profit before tax,38,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Total assets,2346,DOLLARS(millions)
2011,H,Accommodation and Food Services,a_0,Fixed tangible assets,1585,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Activity unit,7428,COUNT
2011,H,Accommodation and Food Services,b_1-5,Rolling mean employees,17304,COUNT
2011,H,Accommodation and Food Services,b_1-5,Salaries and wages paid,324,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,"Sales, government funding, grants and subsidies",1692,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total income,1708,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total expenditure,1636,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Operating profit before tax,76,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Total assets,1886,DOLLARS(millions)
2011,H,Accommodation and Food Services,b_1-5,Fixed tangible assets,1085,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Activity unit,2064,COUNT
2011,H,Accommodation and Food Services,c_6-9,Rolling mean employees,14796,COUNT
2011,H,Accommodation and Food Services,c_6-9,Salaries and wages paid,299,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,"Sales, government funding, grants and subsidies",1071,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total income,1081,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total expenditure,1039,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Operating profit before tax,44,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Total assets,787,DOLLARS(millions)
2011,H,Accommodation and Food Services,c_6-9,Fixed tangible assets,407,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Activity unit,2037,COUNT
2011,H,Accommodation and Food Services,d_10-19,Rolling mean employees,26805,COUNT
2011,H,Accommodation and Food Services,d_10-19,Salaries and wages paid,556,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,"Sales, government funding, grants and subsidies",1674,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total income,1688,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total expenditure,1731,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Operating profit before tax,-31,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Total assets,1350,DOLLARS(millions)
2011,H,Accommodation and Food Services,d_10-19,Fixed tangible assets,875,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Activity unit,882,COUNT
2011,H,Accommodation and Food Services,e_20-49,Rolling mean employees,23838,COUNT
2011,H,Accommodation and Food Services,e_20-49,Salaries and wages paid,493,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,"Sales, government funding, grants and subsidies",1555,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total income,1585,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total expenditure,1543,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Operating profit before tax,56,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Total assets,1509,DOLLARS(millions)
2011,H,Accommodation and Food Services,e_20-49,Fixed tangible assets,945,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Activity unit,132,COUNT
2011,H,Accommodation and Food Services,f_50-99,Rolling mean employees,9066,COUNT
2011,H,Accommodation and Food Services,f_50-99,Salaries and wages paid,210,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,"Sales, government funding, grants and subsidies",664,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total income,678,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total expenditure,654,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Operating profit before tax,28,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Total assets,968,DOLLARS(millions)
2011,H,Accommodation and Food Services,f_50-99,Fixed tangible assets,622,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Activity unit,63,COUNT
2011,H,Accommodation and Food Services,g_100-199,Rolling mean employees,8769,COUNT
2011,H,Accommodation and Food Services,g_100-199,Salaries and wages paid,202,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,"Sales, government funding, grants and subsidies",698,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total income,711,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total expenditure,678,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Operating profit before tax,42,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Total assets,1072,DOLLARS(millions)
2011,H,Accommodation and Food Services,g_100-199,Fixed tangible assets,746,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Activity unit,24,COUNT
2011,H,Accommodation and Food Services,h_200+,Rolling mean employees,17547,COUNT
2011,H,Accommodation and Food Services,h_200+,Salaries and wages paid,399,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,"Sales, government funding, grants and subsidies",1396,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total income,1403,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total expenditure,1302,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Operating profit before tax,113,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Total assets,1139,DOLLARS(millions)
2011,H,Accommodation and Food Services,h_200+,Fixed tangible assets,714,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Activity unit,17970,COUNT
2011,H,Accommodation and Food Services,i_Industry_Total,Rolling mean employees,118122,COUNT
2011,H,Accommodation and Food Services,i_Industry_Total,Salaries and wages paid,2615,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,"Sales, government funding, grants and subsidies",9544,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total income,9660,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total expenditure,9357,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Operating profit before tax,366,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Total assets,11055,DOLLARS(millions)
2011,H,Accommodation and Food Services,i_Industry_Total,Fixed tangible assets,6978,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Activity unit,9171,COUNT
2011,I,"Transport, Postal and Warehousing",a_0,Rolling mean employees,0,COUNT
2011,I,"Transport, Postal and Warehousing",a_0,Salaries and wages paid,127,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,"Sales, government funding, grants and subsidies",1080,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Total income,1170,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Total expenditure,943,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Operating profit before tax,171,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Total assets,1907,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",a_0,Fixed tangible assets,1015,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Activity unit,3840,COUNT
2011,I,"Transport, Postal and Warehousing",b_1-5,Rolling mean employees,7605,COUNT
2011,I,"Transport, Postal and Warehousing",b_1-5,Salaries and wages paid,336,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,"Sales, government funding, grants and subsidies",1435,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Total income,1457,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Total expenditure,1309,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Operating profit before tax,149,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Total assets,1514,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",b_1-5,Fixed tangible assets,790,DOLLARS(millions)
2011,I,"Transport, Postal and Warehousing",c_6-9,Activity unit,552,COUNT
